Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
variation,AXD-MEN-GRP-MNL-XL,AXDORO Monolith Architectural Graphic Tee - Anthracite - XL,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-MNL,Size,XL,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-MNL-XXL,AXDORO Monolith Architectural Graphic Tee - Anthracite - XXL,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-MNL,Size,XXL,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-COR-CHR,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather,1,1,visible,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Core Heavyweight Everyday Tee - Charcoal Heather. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1199,899,"Men's T-Shirts, Heavy Plain & Pocket","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, charcoal grey",https://images.unsplash.com/photo-1496345875659-11f7dd282d1d?auto=format&fit=crop&w=800&q=80,,Size,"XS, S, M, L, XL, XXL",1,1,Color,Charcoal Grey,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-COR-CHR-XS,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather - XS,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-COR-CHR,Size,XS,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-COR-CHR-S,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather - S,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-COR-CHR,Size,S,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-COR-CHR-M,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather - M,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-COR-CHR,Size,M,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-COR-CHR-L,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather - L,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-COR-CHR,Size,L,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-COR-CHR-XL,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather - XL,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-COR-CHR,Size,XL,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-COR-CHR-XXL,AXDORO Core Heavyweight Everyday Tee - Charcoal Heather - XXL,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-COR-CHR,Size,XXL,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-OVR-WHT2,AXDORO Heavy Structured Essential Crewneck Tee - Crisp White,1,0,visible,AXDORO Heavy Structured Essential Crewneck Tee - Crisp White. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Heavy Structured Essential Crewneck Tee - Crisp White. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1249,949,"Men's T-Shirts, Heavy Plain & Pocket","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, vintage off-white",https://images.unsplash.com/photo-1581655353564-df123a1eb820?auto=format&fit=crop&w=800&q=80,,Size,"S, M, L, XL, XXL",1,1,Color,Vintage Off-White,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-OVR-WHT2-S,AXDORO Heavy Structured Essential Crewneck Tee - Crisp White - S,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-OVR-WHT2,Size,S,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-OVR-WHT2-M,AXDORO Heavy Structured Essential Crewneck Tee - Crisp White - M,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-OVR-WHT2,Size,M,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-OVR-WHT2-L,AXDORO Heavy Structured Essential Crewneck Tee - Crisp White - L,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-OVR-WHT2,Size,L,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-OVR-WHT2-XL,AXDORO Heavy Structured Essential Crewneck Tee - Crisp White - XL,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-OVR-WHT2,Size,XL,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-OVR-WHT2-XXL,AXDORO Heavy Structured Essential Crewneck Tee - Crisp White - XXL,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-OVR-WHT2,Size,XXL,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
